Feature ID,Feature Name,Feature Type,I,P value,Adjusted p value,Feature Counts in Spots Under Tissue,Median Normalized Average Counts,Barcodes Detected per Feature,Feature Secondary Name
ENSG00000196754,S100A2,Gene Expression,0.6302696054653122,0.0,0.0,29491,6.544271699474557,2710,
ENSG00000012223,LTF,Gene Expression,0.628795259602988,0.0,0.0,52252,10.797983783305929,3334,
ENSG00000189334,S100A14,Gene Expression,0.6287058481656046,0.0,0.0,22910,5.0278374162408666,2409,
ENSG00000277734,TRAC,Gene Expression,0.6283283833232192,0.0,0.0,88360,17.285218127991747,4798,
ENSG00000186081,KRT5,Gene Expression,0.6282233871443857,0.0,0.0,88361,19.27509659812425,3926,
ENSG00000137699,TRIM29,Gene Expression,0.628060428236313,0.0,0.0,28896,6.281671941421447,2745,
ENSG00000094755,GABRP,Gene Expression,0.6278133109037324,0.0,0.0,15132,3.264346058023321,2045,
CD4,CD4,Antibody Capture,0.6272192595879711,0.0,0.0,368746137,73979.05060230919,4908,CD4
ENSG00000026025,VIM,Gene Expression,0.6252784048071109,0.0,0.0,401499,81.68258680892905,4899,
ENSG00000010278,CD9,Gene Expression,0.6251293373260064,0.0,0.0,64017,13.932689485055777,4327,
ENSG00000105855,ITGB8,Gene Expression,0.6221054579151407,0.0,0.0,26074,5.53241922162375,3181,
ENSG00000134755,DSC2,Gene Expression,0.6207254335355142,0.0,0.0,53097,11.439112214902707,3636,
ENSG00000175793,SFN,Gene Expression,0.6204304735585185,0.0,0.0,24176,5.182280329178644,2619,
ENSG00000211772,TRBC2,Gene Expression,0.6201896297713346,0.0,0.0,92776,18.309725397264888,4790,
ENSG00000153802,TMPRSS11D,Gene Expression,0.6185646930670244,0.0,0.0,11080,2.4206657214385725,1728,
ENSG00000188505,NCCRP1,Gene Expression,0.6183204094675818,0.0,0.0,17082,3.539014270853302,2060,
ENSG00000135373,EHF,Gene Expression,0.6174385785366633,0.0,0.0,20513,4.4194863145962575,2502,
ENSG00000143153,ATP1B1,Gene Expression,0.613097279304516,0.0,0.0,19884,4.239728971169972,2632,
ENSG00000130649,CYP2E1,Gene Expression,0.611138501822387,0.0,0.0,20922,4.3479796071284715,2519,
ENSG00000167767,KRT80,Gene Expression,0.6097322494193201,0.0,0.0,16883,3.5129485186605516,1745,
ENSG00000163993,S100P,Gene Expression,0.6090441874535474,0.0,0.0,13953,2.971035948115109,1565,
ENSG00000183347,GBP6,Gene Expression,0.6090300917364591,0.0,0.0,26699,5.943702788164289,2368,
ENSG00000160213,CSTB,Gene Expression,0.6083991463697733,0.0,0.0,46581,10.18166565610687,4083,
ENSG00000170477,KRT4,Gene Expression,0.6078355983168088,0.0,0.0,55088,13.030216040610485,3305,
CXCR5,CXCR5,Antibody Capture,0.6070032679983872,0.0,0.0,56258455,11190.373062736255,4907,CXCR5
ENSG00000147676,MAL2,Gene Expression,0.6069120586658796,0.0,0.0,23540,5.1243855477760585,2763,
ENSG00000205542,TMSB4X,Gene Expression,0.603521780493389,0.0,0.0,1402029,281.30420447703307,4908,
ENSG00000069493,CLEC2D,Gene Expression,0.6026247776356303,0.0,0.0,100393,20.180156745538923,4828,
ENSG00000188643,S100A16,Gene Expression,0.6025371334350401,0.0,0.0,37654,8.204858937074963,3786,
ENSG00000134757,DSG3,Gene Expression,0.6018301522148429,0.0,0.0,15836,3.3986893908220583,2052,
ENSG00000197632,SERPINB2,Gene Expression,0.6016190547754181,0.0,0.0,14167,2.9333484235815273,1780,
ENSG00000171346,KRT15,Gene Expression,0.6000354108384792,0.0,0.0,48579,10.856458965616836,2890,
ENSG00000111348,ARHGDIB,Gene Expression,0.5995314560095982,0.0,0.0,164913,33.09259188057317,4893,
ENSG00000120885,CLU,Gene Expression,0.5984700019428031,0.0,0.0,179889,35.84636690187458,4900,
ENSG00000156234,CXCL13,Gene Expression,0.5972577717861756,0.0,0.0,66955,13.679523391678082,3836,
ENSG00000102554,KLF5,Gene Expression,0.5962160179014008,0.0,0.0,17974,3.901183354022106,2396,
ENSG00000136167,LCP1,Gene Expression,0.595983460092221,0.0,0.0,175580,35.00428552596901,4878,
ENSG00000134873,CLDN10,Gene Expression,0.5955905220926966,0.0,0.0,19779,4.271195155682712,2377,
ENSG00000197353,LYPD2,Gene Expression,0.5955215394756301,0.0,0.0,15524,3.3913643727541243,1674,
ENSG00000105427,CNFN,Gene Expression,0.5922575760762068,0.0,0.0,24294,5.247818174089329,2182,
ENSG00000138449,SLC40A1,Gene Expression,0.590267066345166,0.0,0.0,28623,5.695318862927732,4187,
ENSG00000134762,DSC3,Gene Expression,0.5895650175616423,0.0,0.0,21243,4.636266398942882,2497,
ENSG00000156738,MS4A1,Gene Expression,0.588166616850768,0.0,0.0,276380,56.74653577857415,4882,
ENSG00000185479,KRT6B,Gene Expression,0.5879874992824874,0.0,0.0,16739,3.4753663314139587,1881,
ENSG00000124466,LYPD3,Gene Expression,0.5873173369502327,0.0,0.0,14712,3.134582334295931,2172,
ENSG00000168685,IL7R,Gene Expression,0.5863758685108637,0.0,0.0,82102,16.01340894448803,4758,
ENSG00000185811,IKZF1,Gene Expression,0.586192879728985,0.0,0.0,71302,14.253980365199189,4782,
ENSG00000145879,SPINK7,Gene Expression,0.5844150117521895,0.0,0.0,19295,4.054052372340704,1687,
ENSG00000171345,KRT19,Gene Expression,0.5838041030568996,0.0,0.0,10888,2.3515083223527644,2088,
ENSG00000102879,CORO1A,Gene Expression,0.583478418423841,0.0,0.0,70867,14.208898936261779,4797,
ENSG00000104894,CD37,Gene Expression,0.5821843732572017,0.0,0.0,108481,22.16862125420176,4829,
ENSG00000179144,GIMAP7,Gene Expression,0.5803883012494595,0.0,0.0,38921,7.570791706355687,4487,
ENSG00000162511,LAPTM5,Gene Expression,0.5791970359146871,0.0,0.0,166089,33.620439110162195,4885,
ENSG00000167880,EVPL,Gene Expression,0.5780054511367708,0.0,0.0,10876,2.356009896239104,1991,
ENSG00000172382,PRSS27,Gene Expression,0.5772616384547592,0.0,0.0,13334,2.905800858040841,1785,
ENSG00000272398,CD24,Gene Expression,0.576673983410968,0.0,0.0,111805,23.630385156823717,4898,
ENSG00000152137,HSPB8,Gene Expression,0.5766279148611146,0.0,0.0,39093,8.033184508742245,4242,
ENSG00000121966,CXCR4,Gene Expression,0.576491737317143,0.0,0.0,99587,20.257841268608907,4812,
ENSG00000166920,C15orf48,Gene Expression,0.5764651682453511,0.0,0.0,11355,2.394991741927852,1803,
ENSG00000172005,MAL,Gene Expression,0.5755750157513281,0.0,0.0,54578,12.172378954484751,3803,
ENSG00000137648,TMPRSS4,Gene Expression,0.572835713971289,0.0,0.0,8262,1.7684083382421327,1792,
ENSG00000173801,JUP,Gene Expression,0.570903338713061,0.0,0.0,28564,6.081116794581279,3668,
CD19,CD19,Antibody Capture,0.5708957487631187,0.0,0.0,83907151,16840.548560502753,4908,CD19
ENSG00000162366,PDZK1IP1,Gene Expression,0.5698580704577704,0.0,0.0,7503,1.5885074785185633,1666,
ENSG00000250722,SELENOP,Gene Expression,0.5687191699729333,0.0,0.0,93489,18.818799725707574,4805,
ENSG00000181617,FDCSP,Gene Expression,0.568584173852902,0.0,0.0,77141,15.16844255399291,4000,
ENSG00000215853,RPTN,Gene Expression,0.5672428375270718,0.0,0.0,14759,2.856820112559351,1476,
ENSG00000163347,CLDN1,Gene Expression,0.5660585860824707,0.0,0.0,10617,2.252104440771941,2070,
ENSG00000143369,ECM1,Gene Expression,0.5644462226289733,0.0,0.0,14102,3.1561111821765273,1705,
ENSG00000167656,LY6D,Gene Expression,0.5643636378330057,0.0,0.0,11401,2.54430755460079,1975,
ENSG00000169442,CD52,Gene Expression,0.5637689787411437,0.0,0.0,111933,22.827450701336208,4845,
ENSG00000081320,STK17B,Gene Expression,0.5635276750225358,0.0,0.0,154691,31.427962832819386,4884,
ENSG00000136830,NIBAN2,Gene Expression,0.5622508726229893,0.0,0.0,17633,3.8142989189157586,3009,
ENSG00000241794,SPRR2A,Gene Expression,0.561289844508679,0.0,0.0,7632,1.6778416032883259,1034,
ENSG00000134531,EMP1,Gene Expression,0.5610125885386569,0.0,0.0,34553,7.8978136717552605,3533,
MS4A1,MS4A1,Antibody Capture,0.5602104675283608,0.0,0.0,67857818,13410.4555601535,4908,CD20
ENSG00000188404,SELL,Gene Expression,0.559822071780795,0.0,0.0,67197,13.52473066268781,4717,
ENSG00000166145,SPINT1,Gene Expression,0.5597516637137185,0.0,0.0,13131,2.763405086014309,2719,
ENSG00000133639,BTG1,Gene Expression,0.5593725203603821,0.0,0.0,152379,30.769452143669774,4877,
ENSG00000136694,IL36A,Gene Expression,0.5586845584783602,0.0,0.0,10408,2.2950435470243002,1405,
ENSG00000163202,LCE3D,Gene Expression,0.5584345941156315,0.0,0.0,21345,4.123326867967551,1429,
ENSG00000166535,A2ML1,Gene Expression,0.5582860056114591,0.0,0.0,7629,1.656491027660544,1503,
ENSG00000092295,TGM1,Gene Expression,0.5579525236805012,0.0,0.0,9862,2.1788103120964397,1809,
ENSG00000171476,HOPX,Gene Expression,0.5573788366603052,0.0,0.0,25534,5.411296745923472,3262,
ENSG00000211898,IGHD,Gene Expression,0.5539614105970059,0.0,0.0,203337,44.21307233039961,4830,
ENSG00000183844,FAM3B,Gene Expression,0.5513310285512711,0.0,0.0,13684,2.978276388170681,2556,
ENSG00000149311,ATM,Gene Expression,0.5508601355281253,0.0,0.0,78834,15.874123617667985,4830,
ENSG00000108518,PFN1,Gene Expression,0.5504880642065401,0.0,0.0,114511,22.892724274424705,4877,
ENSG00000174718,RESF1,Gene Expression,0.5504309996457142,0.0,0.0,149302,30.06847994127449,4885,
ENSG00000140968,IRF8,Gene Expression,0.5498566274903975,0.0,0.0,65095,13.20492462060814,4772,
ENSG00000075624,ACTB,Gene Expression,0.549417809402201,0.0,0.0,343446,69.30938350298509,4906,
ENSG00000170423,KRT78,Gene Expression,0.5494089626142283,0.0,0.0,13825,3.094310671561492,1737,
ENSG00000189143,CLDN4,Gene Expression,0.5487667110607293,0.0,0.0,10591,2.217013986356017,2033,
CD14,CD14,Antibody Capture,0.5484876092745763,0.0,0.0,126017267,25535.032796084328,4908,CD14
ENSG00000133574,GIMAP4,Gene Expression,0.5478772611479247,0.0,0.0,34522,6.726377098553927,4474,
ENSG00000163191,S100A11,Gene Expression,0.5473881358706589,0.0,0.0,48096,10.378542354711803,4581,
ENSG00000189377,CXCL17,Gene Expression,0.5460068239111946,0.0,0.0,5762,1.2575925948776536,1368,
HLA-DRA,HLA-DRA,Antibody Capture,0.5445977186891284,0.0,0.0,228587630,44852.62470487935,4908,HLA-DR
ENSG00000163216,SPRR2D,Gene Expression,0.5441627196870675,0.0,0.0,7745,1.6431988675233344,1063,
CD274,CD274,Antibody Capture,0.5440731286679213,0.0,0.0,23744631,4546.106899994237,4906,PDL1
ENSG00000153292,ADGRF1,Gene Expression,0.5436427780121119,0.0,0.0,7766,1.6669802428609821,1871,
ENSG00000196405,EVL,Gene Expression,0.5429931222107418,0.0,0.0,80900,16.20850668909783,4827,
ENSG00000106211,HSPB1,Gene Expression,0.5422434941479682,0.0,0.0,52417,11.092881708808152,4616,
ENSG00000012124,CD22,Gene Expression,0.5421870699833925,0.0,0.0,52783,10.73593031214149,4545,
EPCAM,EPCAM,Antibody Capture,0.5418650809082846,0.0,0.0,60734336,12320.250331638857,4907,EPCAM
ENSG00000172478,MAB21L4,Gene Expression,0.541322974178129,0.0,0.0,6517,1.389324262147432,1703,
ENSG00000136490,LIMD2,Gene Expression,0.5412638711368979,0.0,0.0,51151,10.267061107256898,4701,
ENSG00000144063,MALL,Gene Expression,0.5410999133753379,0.0,0.0,12509,2.698963722180004,2353,
ENSG00000019582,CD74,Gene Expression,0.5403861953171506,0.0,0.0,479908,97.88601625048706,4908,
ENSG00000167644,C19orf33,Gene Expression,0.538878233949832,0.0,0.0,10161,2.223181155444123,2161,
ENSG00000163207,IVL,Gene Expression,0.5382496590152508,0.0,0.0,7660,1.592112486379243,1322,
ENSG00000069011,PITX1,Gene Expression,0.5375168202136137,0.0,0.0,9652,2.088054420687916,2315,
ENSG00000197641,SERPINB13,Gene Expression,0.5373924984774296,0.0,0.0,7526,1.6589602767674858,1449,
ENSG00000142949,PTPRF,Gene Expression,0.5371563175264126,0.0,0.0,20559,4.433727976889006,3073,
ENSG00000115935,WIPF1,Gene Expression,0.5363913840120758,0.0,0.0,54786,10.95078172752392,4756,
ENSG00000122862,SRGN,Gene Expression,0.5353118004986142,0.0,0.0,88859,17.607660785483944,4841,
ENSG00000152601,MBNL1,Gene Expression,0.533456039404961,0.0,0.0,94010,18.966548076741677,4860,
ENSG00000198625,MDM4,Gene Expression,0.5330405012878189,0.0,0.0,101619,20.70099953821716,4859,
ENSG00000164543,STK17A,Gene Expression,0.5325354719242303,0.0,0.0,64283,12.996295426272296,4801,
ENSG00000211899,IGHM,Gene Expression,0.5321135161938864,0.0,0.0,204261,42.63780697979274,4862,
ENSG00000009790,TRAF3IP3,Gene Expression,0.5316679870595571,0.0,0.0,47247,9.48525242710958,4695,
ITGAX,ITGAX,Antibody Capture,0.531541133618289,0.0,0.0,81935702,16042.102924721159,4908,CD11c
ENSG00000075884,ARHGAP15,Gene Expression,0.5309855582606753,0.0,0.0,84649,17.238674171323293,4820,
ENSG00000081277,PKP1,Gene Expression,0.5309831310378544,0.0,0.0,8893,1.9477252274255363,1939,
ENSG00000128340,RAC2,Gene Expression,0.5302335102374205,0.0,0.0,60302,12.171145030849386,4774,
ENSG00000182718,ANXA2,Gene Expression,0.5302045052646491,0.0,0.0,104419,22.096069774062393,4897,
ENSG00000187054,TMPRSS11A,Gene Expression,0.5298550182644484,0.0,0.0,5612,1.2548051246038534,1302,
ENSG00000161249,DMKN,Gene Expression,0.5292688304814709,0.0,0.0,7210,1.5203287446639941,1789,
ENSG00000143119,CD53,Gene Expression,0.5286778242057937,0.0,0.0,56846,11.445061712248615,4763,
ENSG00000205268,PDE7A,Gene Expression,0.5283214594769124,0.0,0.0,42723,8.616510833089515,4687,
ENSG00000029153,ARNTL2,Gene Expression,0.5279506579664972,0.0,0.0,26842,5.608013354506789,4191,
ENSG00000170786,SDR16C5,Gene Expression,0.5272204147120741,0.0,0.0,9063,1.9369805675227938,2331,
ENSG00000203785,SPRR2E,Gene Expression,0.5263850787915628,0.0,0.0,6569,1.3708539870213985,986,
BCL2,BCL2,Antibody Capture,0.525595996981274,0.0,0.0,166693792,33444.32415874923,4908,BCL2
ENSG00000167759,KLK13,Gene Expression,0.5253220222571553,0.0,0.0,9739,2.2918863246901577,1524,
ENSG00000106948,AKNA,Gene Expression,0.5250451375499771,0.0,0.0,56742,11.40561444016905,4785,
ENSG00000265972,TXNIP,Gene Expression,0.5249838781034267,0.0,0.0,199248,40.98181792602637,4892,
ENSG00000010810,FYN,Gene Expression,0.5244407662279716,0.0,0.0,36402,7.170118815469114,4621,
ENSG00000178363,CALML3,Gene Expression,0.5237243236339634,0.0,0.0,8094,1.7447930337846087,1808,
ENSG00000132698,RAB25,Gene Expression,0.5234743012613012,0.0,0.0,7539,1.637848195470982,1919,
PDCD1,PDCD1,Antibody Capture,0.5232542108360629,0.0,0.0,66036640,13078.215448142602,4907,PD1
ENSG00000117091,CD48,Gene Expression,0.5228853391005308,0.0,0.0,60307,12.196743185322239,4776,
ENSG00000134317,GRHL1,Gene Expression,0.5224844938317956,0.0,0.0,7110,1.509006900606122,1759,
ENSG00000184012,TMPRSS2,Gene Expression,0.521913335773285,0.0,0.0,4662,0.9659697050356268,1347,
ENSG00000119397,CNTRL,Gene Expression,0.5217932430162442,0.0,0.0,57728,11.678446787475583,4779,
ENSG00000178919,FOXE1,Gene Expression,0.521676789529796,0.0,0.0,8025,1.6724587365184005,2033,
ENSG00000136688,IL36G,Gene Expression,0.5215676389618245,0.0,0.0,5646,1.1336206256191226,1119,
ENSG00000146278,PNRC1,Gene Expression,0.5214948661604403,0.0,0.0,247609,50.477267108643574,4901,
ENSG00000167286,CD3D,Gene Expression,0.5210033485289741,0.0,0.0,35961,7.016840569969622,4558,
ENSG00000165272,AQP3,Gene Expression,0.5208849134989562,0.0,0.0,16690,3.6490509229063464,2954,
ENSG00000227507,LTB,Gene Expression,0.5207010607345313,0.0,0.0,61551,12.358400870850991,4781,
ENSG00000007312,CD79B,Gene Expression,0.5206431519949242,0.0,0.0,50931,10.445927945342593,4655,
ENSG00000181333,HEPHL1,Gene Expression,0.5202671946811804,0.0,0.0,3442,0.7261919036147676,1012,
ENSG00000166396,SERPINB7,Gene Expression,0.5198537672476007,0.0,0.0,5942,1.1666209779067267,1295,
ENSG00000188112,C6orf132,Gene Expression,0.5195452916992582,0.0,0.0,5797,1.2742111746649014,1648,
ENSG00000187955,COL14A1,Gene Expression,0.5192448961595145,0.0,0.0,11276,2.255816808888183,3078,
ENSG00000128383,APOBEC3A,Gene Expression,0.5188472876617759,0.0,0.0,6808,1.4368274045662248,1227,
ENSG00000102854,MSLN,Gene Expression,0.5183372203876262,0.0,0.0,7465,1.5247031756466312,1616,
ENSG00000065618,COL17A1,Gene Expression,0.5178856451075441,0.0,0.0,13409,2.9399215662705824,2140,
ENSG00000169583,CLIC3,Gene Expression,0.5177645052844451,0.0,0.0,10679,2.25504524782849,2360,
ENSG00000181458,TMEM45A,Gene Expression,0.5177389712145007,0.0,0.0,9376,1.947463344127376,2193,
ENSG00000111371,SLC38A1,Gene Expression,0.5176268982765047,0.0,0.0,69111,13.981672730005785,4829,
ENSG00000118308,LRMP,Gene Expression,0.5174061904311049,0.0,0.0,59291,11.727294697768512,4711,
ENSG00000100721,TCL1A,Gene Expression,0.5171455223111485,0.0,0.0,27543,5.610390376143561,3693,
ENSG00000181885,CLDN7,Gene Expression,0.5169501512513127,0.0,0.0,6888,1.4822621816368329,1913,
ENSG00000163435,ELF3,Gene Expression,0.5152153974188282,0.0,0.0,6835,1.4839861118835211,1636,
ENSG00000149573,MPZL2,Gene Expression,0.514140627151756,0.0,0.0,8303,1.7958603912303102,1995,
ENSG00000111913,RIPOR2,Gene Expression,0.5120388537099226,0.0,0.0,32600,6.553287121323491,4541,
ENSG00000089327,FXYD5,Gene Expression,0.5097770456098502,0.0,0.0,60057,12.09915116813336,4787,
ENSG00000081059,TCF7,Gene Expression,0.5083120889027432,0.0,0.0,16297,3.1604925323901916,3797,
ENSG00000198888,MT-ND1,Gene Expression,0.506904699784346,0.0,0.0,308164,64.09225450049378,4907,
ENSG00000083454,P2RX5,Gene Expression,0.5062167238870524,0.0,0.0,32301,6.558980625913018,4378,
ENSG00000198840,MT-ND3,Gene Expression,0.5047642486597956,0.0,0.0,273353,57.0046166774705,4908,
ENSG00000180353,HCLS1,Gene Expression,0.5044318570968741,0.0,0.0,48662,9.788718110409173,4778,
ENSG00000068831,RASGRP2,Gene Expression,0.504327996273061,0.0,0.0,37982,7.74181032787519,4596,
ENSG00000005001,PRSS22,Gene Expression,0.5038289071648122,0.0,0.0,5428,1.132843439139153,1258,
ENSG00000137975,CLCA2,Gene Expression,0.5034628352787128,0.0,0.0,8670,1.922567900048988,1704,
ENSG00000084070,SMAP2,Gene Expression,0.5025914630396412,0.0,0.0,61425,12.431588797169113,4815,
ENSG00000163513,TGFBR2,Gene Expression,0.5018341747900424,0.0,0.0,55624,11.258504240500098,4777,
ENSG00000211895,IGHA1,Gene Expression,0.5008140920771438,0.0,0.0,616139,133.92947103544924,4904,
ENSG00000144452,ABCA12,Gene Expression,0.49899205841597016,0.0,0.0,5427,1.095461771859445,1453,
ENSG00000115884,SDC1,Gene Expression,0.498481582727889,0.0,0.0,16411,3.5779363571658247,3313,
PECAM1,PECAM1,Antibody Capture,0.4983584932320588,0.0,0.0,91523420,18274.62748269093,4908,CD31
ENSG00000116824,CD2,Gene Expression,0.49825046013747776,0.0,0.0,40287,7.918568885181574,4664,
ENSG00000162522,KIAA1522,Gene Expression,0.49823651634996347,0.0,0.0,8949,1.9210453110240933,2314,
ENSG00000108602,ALDH3A1,Gene Expression,0.49816028773873927,0.0,0.0,6805,1.530576635747769,1811,
ENSG00000163221,S100A12,Gene Expression,0.49752532398646504,0.0,0.0,3965,0.8432372932172769,1118,
ENSG00000115165,CYTIP,Gene Expression,0.4974436287984222,0.0,0.0,57187,11.498056256898327,4792,
ENSG00000021355,SERPINB1,Gene Expression,0.4970739266178636,0.0,0.0,59708,12.724196382253847,4846,
ENSG00000104140,RHOV,Gene Expression,0.49692321948837687,0.0,0.0,5907,1.2734961499581334,1788,
ENSG00000125730,C3,Gene Expression,0.4965436971223312,0.0,0.0,53443,10.668378109630774,4682,
ENSG00000105388,CEACAM5,Gene Expression,0.4962181773270424,0.0,0.0,4777,1.0308957217728505,1187,
ENSG00000119862,LGALSL,Gene Expression,0.49620292074929445,0.0,0.0,10307,2.1794659141296626,2468,
ENSG00000073282,TP63,Gene Expression,0.49601412439976866,0.0,0.0,12269,2.7015619437778935,2511,
ENSG00000198938,MT-CO3,Gene Expression,0.49580499164307823,0.0,0.0,1213879,252.1761889570341,4908,
ENSG00000082074,FYB1,Gene Expression,0.49500375094088356,0.0,0.0,43484,8.5008837244577,4716,
ENSG00000088002,SULT2B1,Gene Expression,0.4949462733398423,0.0,0.0,4997,1.092776225696407,1385,
ENSG00000161405,IKZF3,Gene Expression,0.4946293677601634,0.0,0.0,34361,6.912328686089376,4622,
ENSG00000188508,KRTDAP,Gene Expression,0.4943203330386423,0.0,0.0,4645,0.9812572534832377,1077,
ENSG00000060138,YBX3,Gene Expression,0.4939847864578367,0.0,0.0,49507,10.512426775327366,4792,
ENSG00000088726,TMEM40,Gene Expression,0.4937243741443055,0.0,0.0,4146,0.8925173317117218,1275,
ENSG00000101109,STK4,Gene Expression,0.49327460772033155,0.0,0.0,56399,11.390614224154517,4791,
ENSG00000159166,LAD1,Gene Expression,0.49301409676274116,0.0,0.0,7797,1.6568153107705594,2071,
ENSG00000132465,JCHAIN,Gene Expression,0.4924137021188336,0.0,0.0,535384,116.71668698332344,4904,
ENSG00000065809,FAM107B,Gene Expression,0.49240707848291526,0.0,0.0,63086,12.656222560884897,4861,
ENSG00000105369,CD79A,Gene Expression,0.49124926360119736,0.0,0.0,98685,20.4604480232873,4836,
ENSG00000143536,CRNN,Gene Expression,0.4908576798400397,0.0,0.0,7170,1.6388998787831,1274,
ENSG00000180096,SEPTIN1,Gene Expression,0.49055379117548936,0.0,0.0,34401,6.894733692664901,4648,
ENSG00000198712,MT-CO2,Gene Expression,0.49047859243077874,0.0,0.0,530851,110.01860570214579,4906,
ENSG00000185499,MUC1,Gene Expression,0.4899933851457386,0.0,0.0,5980,1.2829313052693412,1827,
ENSG00000221983,UBA52,Gene Expression,0.4896809605460788,0.0,0.0,185039,37.54744017719265,4900,
ENSG00000143217,NECTIN4,Gene Expression,0.48936840453003555,0.0,0.0,4427,0.9426094597626381,1439,
ENSG00000117322,CR2,Gene Expression,0.4886076817189149,0.0,0.0,12255,2.409471932832808,2728,
CEACAM8,CEACAM8,Antibody Capture,0.4879220807465991,0.0,0.0,8612623,1695.5477484212706,4898,CD66b
ENSG00000198727,MT-CYB,Gene Expression,0.48783852901873065,0.0,0.0,558364,116.20146835996944,4908,
