Feature ID,Feature Name,Feature Type,I,P value,Adjusted p value,Feature Counts in Spots Under Tissue,Median Normalized Average Counts,Barcodes Detected per Feature,Feature Secondary Name
ENSG00000106153,CHCHD2,Gene Expression,0.8143685967879728,0.0,0.0,146362,25.421725004293556,5451,
ENSG00000110955,ATP5F1B,Gene Expression,0.813946128055636,0.0,0.0,79981,13.923274473836635,5202,
ENSG00000134121,CHL1,Gene Expression,0.813766959459603,0.0,0.0,85630,14.949476536619203,5123,
ENSG00000054965,FAM168A,Gene Expression,0.8134509612553864,0.0,0.0,79680,13.826887958540002,5184,
ENSG00000166710,B2M,Gene Expression,0.8127428016526494,0.0,0.0,273181,45.56321221890525,5652,
ENSG00000166925,TSC22D4,Gene Expression,0.8121101222854069,0.0,0.0,97805,16.630236649065786,5310,
ENSG00000105854,PON2,Gene Expression,0.8119726182010232,0.0,0.0,117367,20.18409622367495,5388,
ENSG00000125868,DSTN,Gene Expression,0.8119459428501125,0.0,0.0,85448,15.088531313468094,5170,
ENSG00000215183,MSMP,Gene Expression,0.8113024243297104,0.0,0.0,46120,7.610367002104096,3868,
ENSG00000113140,SPARC,Gene Expression,0.8108062125616035,0.0,0.0,765462,127.00938785160064,5744,
ENSG00000078124,ACER3,Gene Expression,0.8102934326220379,0.0,0.0,46539,7.864157874848557,4624,
ENSG00000134769,DTNA,Gene Expression,0.8099742083258512,0.0,0.0,214986,37.644683835594,5600,
ENSG00000135821,GLUL,Gene Expression,0.8077828108538131,0.0,0.0,304446,52.92956321797263,5665,
ENSG00000152583,SPARCL1,Gene Expression,0.8072048106594379,0.0,0.0,382064,67.83724222121334,5633,
ENSG00000122545,SEPTIN7,Gene Expression,0.8065883382267806,0.0,0.0,61375,10.720007603431323,5026,
ENSG00000135363,LMO2,Gene Expression,0.8064930314150779,0.0,0.0,127100,21.40500369455797,5432,
ENSG00000140391,TSPAN3,Gene Expression,0.8063559852649614,0.0,0.0,112262,19.374366738669714,5395,
ENSG00000124570,SERPINB6,Gene Expression,0.8061180120993537,0.0,0.0,113320,19.015429028062822,5389,
ENSG00000136521,NDUFB5,Gene Expression,0.8058517796786442,0.0,0.0,115662,20.09352100595206,5416,
ENSG00000165795,NDRG2,Gene Expression,0.805771337574627,0.0,0.0,100427,17.819976011246986,5404,
EPCAM,EPCAM,Antibody Capture,0.8055759623763593,0.0,0.0,45217467,8246.063390566926,5756,EPCAM
ENSG00000104112,SCG3,Gene Expression,0.8054985209953238,0.0,0.0,63153,11.140589880061343,4922,
ENSG00000168615,ADAM9,Gene Expression,0.8049976113233362,0.0,0.0,76188,12.93073595023333,5142,
ENSG00000171659,GPR34,Gene Expression,0.8047749617219845,0.0,0.0,98291,16.632514199412725,5262,
ENSG00000178980,SELENOW,Gene Expression,0.8044977209480797,0.0,0.0,250914,44.187601608839806,5653,
ENSG00000205403,CFI,Gene Expression,0.804290324441797,0.0,0.0,76125,12.699788302668217,5096,
ENSG00000131238,PPT1,Gene Expression,0.8041456617971546,0.0,0.0,100084,17.02363963638634,5356,
ENSG00000164733,CTSB,Gene Expression,0.8032384586996126,0.0,0.0,232181,38.61496028474897,5632,
ENSG00000198840,MT-ND3,Gene Expression,0.8031761217177942,0.0,0.0,751435,132.6240488677219,5756,
ENSG00000163453,IGFBP7,Gene Expression,0.8029116134198395,0.0,0.0,288582,48.30128357996312,5614,
ENSG00000010278,CD9,Gene Expression,0.8028419708572012,0.0,0.0,156953,26.8788134265012,5528,
ENSG00000224877,NDUFAF8,Gene Expression,0.8024496263273961,0.0,0.0,112515,19.279455297422114,5423,
ENSG00000120885,CLU,Gene Expression,0.8021795682700578,0.0,0.0,1282125,223.3102707596476,5750,
ENSG00000196937,FAM3C,Gene Expression,0.80184151879976,0.0,0.0,93139,15.962245933429708,5247,
ENSG00000162407,PLPP3,Gene Expression,0.800693359299022,0.0,0.0,99632,17.276938028871236,5254,
ENSG00000138434,ITPRID2,Gene Expression,0.7993701197567921,0.0,0.0,73243,12.518630329916501,5147,
ENSG00000078549,ADCYAP1R1,Gene Expression,0.7993308724462559,0.0,0.0,51272,8.551521901029085,4790,
ENSG00000168175,MAPK1IP1L,Gene Expression,0.7991785206859462,0.0,0.0,53547,9.27016111270213,4891,
ENSG00000091129,NRCAM,Gene Expression,0.7985745145637816,0.0,0.0,142951,24.567245932524067,5464,
ENSG00000184076,UQCR10,Gene Expression,0.7984539365369515,0.0,0.0,83754,14.454508416217957,5318,
HLA-DRA,HLA-DRA,Antibody Capture,0.797872404700104,0.0,0.0,77931837,12566.247579052306,5756,HLA-DR
ENSG00000129657,SEC14L1,Gene Expression,0.7974940928419504,0.0,0.0,106422,17.93013311149661,5449,
ENSG00000075624,ACTB,Gene Expression,0.7973987982831655,0.0,0.0,296330,50.85572891204913,5676,
ENSG00000114450,GNB4,Gene Expression,0.7972100535856038,0.0,0.0,89103,15.169443933079727,5329,
ENSG00000165802,NSMF,Gene Expression,0.7971508834058245,0.0,0.0,91856,16.077828714930305,5355,
ENSG00000198886,MT-ND4,Gene Expression,0.7967405221586014,0.0,0.0,1297313,229.5978865332775,5752,
ENSG00000126878,AIF1L,Gene Expression,0.7967383365521394,0.0,0.0,141050,23.887736096290784,5588,
ENSG00000172201,ID4,Gene Expression,0.7964003791987239,0.0,0.0,63114,11.204980476041582,4961,
ENSG00000166562,SEC11C,Gene Expression,0.7963165744104101,0.0,0.0,78530,13.599353975531521,5305,
ENSG00000112531,QKI,Gene Expression,0.7956522578001322,0.0,0.0,267945,46.191230247335824,5668,
ENSG00000105855,ITGB8,Gene Expression,0.7950306302387639,0.0,0.0,127273,22.146057432270553,5436,
ENSG00000136156,ITM2B,Gene Expression,0.7945569577906016,0.0,0.0,90551,15.372961439475345,5374,
ENSG00000254772,EEF1G,Gene Expression,0.7944279901281357,0.0,0.0,77687,13.50335708248399,5338,
ENSG00000132688,NES,Gene Expression,0.7940048533515133,0.0,0.0,280166,47.477186201913895,5639,
FCGR3A,FCGR3A,Antibody Capture,0.7937023683219465,0.0,0.0,102435735,16172.19300088323,5756,CD16
ENSG00000075142,SRI,Gene Expression,0.7934969161865044,0.0,0.0,80200,13.720687521596581,5323,
ENSG00000130303,BST2,Gene Expression,0.7934718037557111,0.0,0.0,94012,15.635992293180944,5382,
ENSG00000188643,S100A16,Gene Expression,0.7933056196266263,0.0,0.0,165892,28.174791786436842,5562,
ENSG00000128585,MKLN1,Gene Expression,0.7930330364999136,0.0,0.0,58977,10.227141169894088,5023,
ENSG00000164543,STK17A,Gene Expression,0.792561152444078,0.0,0.0,61753,10.431892848160256,5018,
ENSG00000140262,TCF12,Gene Expression,0.7925253059266464,0.0,0.0,86702,14.903091033215789,5244,
ENSG00000019582,CD74,Gene Expression,0.7924054583407829,0.0,0.0,254163,42.155347983045154,5680,
ENSG00000104904,OAZ1,Gene Expression,0.7923550683762943,0.0,0.0,179694,31.113508468820996,5609,
ENSG00000158467,AHCYL2,Gene Expression,0.7920322336516793,0.0,0.0,75931,12.963372616373311,5282,
ENSG00000080824,HSP90AA1,Gene Expression,0.7917295048023317,0.0,0.0,120814,21.120399050602078,5450,
ENSG00000003436,TFPI,Gene Expression,0.7915258846513409,0.0,0.0,48217,8.12067083080471,4785,
ENSG00000084733,RAB10,Gene Expression,0.7913001669451996,0.0,0.0,92504,15.895395493432527,5356,
ENSG00000143797,MBOAT2,Gene Expression,0.7910717213154772,0.0,0.0,50623,8.678122259131381,4998,
ENSG00000198961,PJA2,Gene Expression,0.7908199874477247,0.0,0.0,164281,28.583953991600247,5529,
ENSG00000141759,TXNL4A,Gene Expression,0.7904512224518596,0.0,0.0,82554,14.378313251361195,5350,
ENSG00000026025,VIM,Gene Expression,0.7904383937391788,0.0,0.0,1106651,190.06423413938126,5745,
ENSG00000185432,METTL7A,Gene Expression,0.7895353668096122,0.0,0.0,89648,15.31021507458736,5358,
ENSG00000198586,TLK1,Gene Expression,0.7894476109281222,0.0,0.0,62679,10.90273610315519,5097,
ENSG00000138448,ITGAV,Gene Expression,0.7887783705882994,0.0,0.0,93592,16.06018919494443,5351,
ENSG00000155368,DBI,Gene Expression,0.7881995031795485,0.0,0.0,115655,20.011261955079434,5482,
ENSG00000165443,PHYHIPL,Gene Expression,0.7881819338421782,0.0,0.0,49489,8.776593753858087,4845,
ENSG00000133872,SARAF,Gene Expression,0.7881470880491126,0.0,0.0,62308,10.9279516802149,5088,
ENSG00000131507,NDFIP1,Gene Expression,0.7878896594149911,0.0,0.0,97079,16.836399278519572,5373,
ENSG00000127022,CANX,Gene Expression,0.7875911506725264,0.0,0.0,83277,14.342002244258486,5280,
ENSG00000111775,COX6A1,Gene Expression,0.7875906513368554,0.0,0.0,62987,11.21274617748401,5194,
ENSG00000124181,PLCG1,Gene Expression,0.787416294977508,0.0,0.0,80120,13.627510320411224,5260,
ENSG00000198899,MT-ATP6,Gene Expression,0.7873608636550069,0.0,0.0,1056003,189.1357910887883,5756,
ENSG00000164172,MOCS2,Gene Expression,0.787244867685158,0.0,0.0,62290,10.92369705149079,5131,
ENSG00000164292,RHOBTB3,Gene Expression,0.7871267201438629,0.0,0.0,77575,13.436563882850942,5248,
CD274,CD274,Antibody Capture,0.7867147046228029,0.0,0.0,137300045,23720.58992130606,5756,PDL1
ENSG00000137509,PRCP,Gene Expression,0.7854555298404271,0.0,0.0,46627,7.976132538914872,4839,
ENSG00000134531,EMP1,Gene Expression,0.7850673139584897,0.0,0.0,93010,15.710257832582984,5296,
ENSG00000109180,OCIAD1,Gene Expression,0.7849338971952323,0.0,0.0,60265,10.458215983569318,5132,
ENSG00000142166,IFNAR1,Gene Expression,0.7848389495919207,0.0,0.0,63373,10.931724347093255,5130,
ENSG00000128609,NDUFA5,Gene Expression,0.7848350144097468,0.0,0.0,42957,7.625455052439459,4809,
ENSG00000170390,DCLK2,Gene Expression,0.7846576058220875,0.0,0.0,78517,13.591187620379767,5258,
ENSG00000240972,MIF,Gene Expression,0.7845877913973625,0.0,0.0,75296,13.111379830450064,5284,
ENSG00000089220,PEBP1,Gene Expression,0.7844648562176852,0.0,0.0,97333,17.274793740412633,5396,
ENSG00000158470,B4GALT5,Gene Expression,0.7842876211507235,0.0,0.0,80462,13.802662512567732,5224,
ENSG00000130203,APOE,Gene Expression,0.7839813570674042,0.0,0.0,441310,72.19902615572923,5745,
ENSG00000135679,MDM2,Gene Expression,0.7836775135461438,0.0,0.0,63596,10.865104728244557,5035,
ENSG00000116459,ATP5PB,Gene Expression,0.7834772385364418,0.0,0.0,46633,8.056645063722655,4898,
ENSG00000165478,HEPACAM,Gene Expression,0.7822012155612491,0.0,0.0,73615,12.60869736270902,5254,
ENSG00000182220,ATP6AP2,Gene Expression,0.7821433999532765,0.0,0.0,65804,11.350187680756296,5168,
ENSG00000012660,ELOVL5,Gene Expression,0.7820111762103744,0.0,0.0,52903,9.026236628129345,4941,
ENSG00000136158,SPRY2,Gene Expression,0.7818231496099654,0.0,0.0,81347,13.813587759919498,5203,
ENSG00000161057,PSMC2,Gene Expression,0.7814838342116079,0.0,0.0,56961,9.760639451176395,5048,
ENSG00000085719,CPNE3,Gene Expression,0.7806433998754935,0.0,0.0,55021,9.413784667771637,4982,
ENSG00000162734,PEA15,Gene Expression,0.7805616174310939,0.0,0.0,116868,21.06629158132446,5528,
CD163,CD163,Antibody Capture,0.7801980129596621,0.0,0.0,392509673,61784.49954617721,5756,CD163
ENSG00000196136,SERPINA3,Gene Expression,0.7800765783074496,0.0,0.0,110562,21.92878442291664,5247,
CD14,CD14,Antibody Capture,0.7799329365573876,0.0,0.0,134253348,22802.554866393017,5756,CD14
ENSG00000172757,CFL1,Gene Expression,0.7797557595899534,0.0,0.0,115628,20.024158195189752,5501,
ENSG00000183648,NDUFB1,Gene Expression,0.7797102033948947,0.0,0.0,60181,10.533039765887752,5189,
ENSG00000135916,ITM2C,Gene Expression,0.7796372485836,0.0,0.0,180651,32.400033757732096,5630,
ENSG00000010810,FYN,Gene Expression,0.7795075923539612,0.0,0.0,61524,10.727203857632707,5135,
ENSG00000170558,CDH2,Gene Expression,0.7791701505704685,0.0,0.0,72099,12.385018099247276,5250,
ENSG00000138760,SCARB2,Gene Expression,0.7789495557624339,0.0,0.0,69496,11.898046426784074,5171,
ENSG00000244405,ETV5,Gene Expression,0.7788877768707095,0.0,0.0,61862,10.558706230376224,5120,
ENSG00000175348,TMEM9B,Gene Expression,0.7785831877435142,0.0,0.0,54853,9.479472140084606,4982,
ENSG00000171476,HOPX,Gene Expression,0.7779129919052591,0.0,0.0,62441,10.714961097640721,5137,
ENSG00000160307,S100B,Gene Expression,0.7775987054448574,0.0,0.0,252928,43.51105322571962,5683,
ENSG00000205336,ADGRG1,Gene Expression,0.7775797236362576,0.0,0.0,66599,11.690740672040983,5236,
ENSG00000243678,NME2,Gene Expression,0.7775540512515083,0.0,0.0,68058,11.827866890918626,5266,
ENSG00000122565,CBX3,Gene Expression,0.777385963151009,0.0,0.0,50878,8.834253024524873,5016,
ENSG00000110651,CD81,Gene Expression,0.7764999902823257,0.0,0.0,68043,11.527109870849271,5278,
ENSG00000035862,TIMP2,Gene Expression,0.776018112567897,0.0,0.0,129920,21.913330512499808,5562,
ENSG00000075790,BCAP29,Gene Expression,0.7757479554981712,0.0,0.0,64567,11.193859855863426,5136,
ENSG00000152661,GJA1,Gene Expression,0.7755711653753877,0.0,0.0,64832,11.511877111521029,5067,
ENSG00000184226,PCDH9,Gene Expression,0.7752709823961166,0.0,0.0,66363,11.436931647702702,5173,
ENSG00000084234,APLP2,Gene Expression,0.7751643415727199,0.0,0.0,192034,32.51029464203436,5622,
ENSG00000143933,CALM2,Gene Expression,0.7750244665592808,0.0,0.0,129218,22.745685077574024,5523,
ENSG00000164434,FABP7,Gene Expression,0.7746645053793091,0.0,0.0,63392,10.937565804633437,5182,
ENSG00000272325,NUDT3,Gene Expression,0.7742209670484702,0.0,0.0,74099,13.080003963084136,5355,
ENSG00000135677,GNS,Gene Expression,0.77406612030733,0.0,0.0,76195,12.782234923719667,5276,
ENSG00000108588,CCDC47,Gene Expression,0.7738420900644387,0.0,0.0,58894,10.105624616013305,5099,
ENSG00000064726,BTBD1,Gene Expression,0.773223314396363,0.0,0.0,54111,9.382053617265887,5095,
ENSG00000173852,DPY19L1,Gene Expression,0.7729875366707654,0.0,0.0,47385,8.14211610894809,4865,
ENSG00000082996,RNF13,Gene Expression,0.7723050161145548,0.0,0.0,51025,8.776952884056684,5015,
PDCD1,PDCD1,Antibody Capture,0.7721497092126082,0.0,0.0,39219781,7119.276443267687,5756,PD1
ENSG00000046653,GPM6B,Gene Expression,0.7715221760396885,0.0,0.0,83384,14.229612357266113,5383,
ENSG00000173369,C1QB,Gene Expression,0.7712125216730726,0.0,0.0,93712,15.368488887338673,5411,
ENSG00000120686,UFM1,Gene Expression,0.7708198960736522,0.0,0.0,51560,8.99180968121794,4991,
ENSG00000132122,SPATA6,Gene Expression,0.7705718396831914,0.0,0.0,48283,8.28136809955237,4930,
ENSG00000117525,F3,Gene Expression,0.7704785095659596,0.0,0.0,103490,17.836127951420483,5355,
ENSG00000134153,EMC7,Gene Expression,0.7704167357648101,0.0,0.0,61271,10.594625007902582,5190,
ENSG00000168958,MFF,Gene Expression,0.7702652096704123,0.0,0.0,53479,9.323072927583103,5055,
ENSG00000126709,IFI6,Gene Expression,0.7698259132070105,0.0,0.0,102079,16.724720440610028,5436,
ENSG00000147588,PMP2,Gene Expression,0.7697995909308856,0.0,0.0,60574,12.442002857454607,5080,
ENSG00000127540,UQCR11,Gene Expression,0.7697816348399428,0.0,0.0,55720,9.599904191540459,5169,
ENSG00000168710,AHCYL1,Gene Expression,0.7697614990172341,0.0,0.0,69921,12.088505583316826,5279,
ENSG00000150779,TIMM8B,Gene Expression,0.7696900281586536,0.0,0.0,56775,9.716558318489136,5161,
ENSG00000054523,KIF1B,Gene Expression,0.7695458912599458,0.0,0.0,82489,14.614681321138177,5338,
ENSG00000162430,SELENON,Gene Expression,0.7693890105718133,0.0,0.0,74662,12.684893933660293,5273,
ENSG00000111716,LDHB,Gene Expression,0.7692800317446854,0.0,0.0,59249,10.31872407841155,5194,
ENSG00000116667,C1orf21,Gene Expression,0.7691759080222441,0.0,0.0,59022,10.25986946690431,5087,
ENSG00000127249,ATP13A4,Gene Expression,0.7687767838083926,0.0,0.0,64223,11.042148685286177,5145,
ENSG00000001630,CYP51A1,Gene Expression,0.7687417429302632,0.0,0.0,39596,6.901078242239158,4663,
ENSG00000109332,UBE2D3,Gene Expression,0.768660077358537,0.0,0.0,54357,9.449371435648107,5156,
ENSG00000100664,EIF5,Gene Expression,0.7685190453721092,0.0,0.0,68856,12.00799020916238,5308,
ENSG00000174574,AKIRIN1,Gene Expression,0.7682965981847796,0.0,0.0,55200,9.595589867446,5018,
ENSG00000168216,LMBRD1,Gene Expression,0.7680553022728115,0.0,0.0,51583,8.854916850744832,5087,
ENSG00000242247,ARFGAP3,Gene Expression,0.7677166642471993,0.0,0.0,52895,9.028881589431235,5079,
ENSG00000119396,RAB14,Gene Expression,0.7674613443986981,0.0,0.0,75032,12.96377373782498,5312,
ENSG00000145390,USP53,Gene Expression,0.7673913715275649,0.0,0.0,49178,8.319924346893222,5013,
ENSG00000122042,UBL3,Gene Expression,0.7673354309430946,0.0,0.0,51928,9.092037293483855,5061,
ENSG00000137959,IFI44L,Gene Expression,0.7672174644009445,0.0,0.0,35816,5.8560146052603335,4405,
ENSG00000162493,PDPN,Gene Expression,0.7669171113668093,0.0,0.0,59970,10.196213591769387,5065,
ENSG00000154380,ENAH,Gene Expression,0.7666758828173214,0.0,0.0,66908,11.861823801498963,5250,
CR2,CR2,Antibody Capture,0.7664456457698828,0.0,0.0,130782646,23769.91334313002,5756,CD21
ENSG00000134982,APC,Gene Expression,0.7660516162508938,0.0,0.0,49524,8.895102908714552,5037,
ENSG00000162545,CAMK2N1,Gene Expression,0.764971240259549,0.0,0.0,83526,15.397348870691218,5380,
ENSG00000085662,AKR1B1,Gene Expression,0.7640344088248214,0.0,0.0,71616,12.03506531272607,5331,
ENSG00000126785,RHOJ,Gene Expression,0.7639338811056853,0.0,0.0,50582,8.604679512157992,4926,
ENSG00000197747,S100A10,Gene Expression,0.7637766681933997,0.0,0.0,63519,11.38170873761912,5221,
ENSG00000170540,ARL6IP1,Gene Expression,0.7636483799175043,0.0,0.0,40262,7.05148533970693,4807,
ENSG00000275052,PPP4R3B,Gene Expression,0.7635108593351585,0.0,0.0,43275,7.48423334987914,4941,
ENSG00000172667,ZMAT3,Gene Expression,0.7633331916691398,0.0,0.0,50980,8.781066688951691,5043,
ENSG00000150625,GPM6A,Gene Expression,0.7632796786623474,0.0,0.0,78622,13.952640798986392,5340,
ENSG00000026508,CD44,Gene Expression,0.7632482454556029,0.0,0.0,59498,9.997670507092636,5146,
ENSG00000005893,LAMP2,Gene Expression,0.7631894519231245,0.0,0.0,63970,10.868769165410667,5226,
ENSG00000128512,DOCK4,Gene Expression,0.7631589949021218,0.0,0.0,70653,12.13254942424194,5270,
ENSG00000134970,TMED7,Gene Expression,0.763146701432374,0.0,0.0,60700,10.302727239088716,5171,
ENSG00000198938,MT-CO3,Gene Expression,0.7630092907210002,0.0,0.0,1002506,176.1086613972029,5756,
ENSG00000125534,PPDPF,Gene Expression,0.762860590762952,0.0,0.0,45381,7.8879945269075,5007,
ENSG00000145362,ANK2,Gene Expression,0.762825185373487,0.0,0.0,76869,13.582335381026326,5306,
ENSG00000166033,HTRA1,Gene Expression,0.7627559726415067,0.0,0.0,100105,17.24024861488198,5504,
ENSG00000165029,ABCA1,Gene Expression,0.7627482718820611,0.0,0.0,54978,9.021413229071616,5042,
ENSG00000196683,TOMM7,Gene Expression,0.7626775407662625,0.0,0.0,85912,14.737804827875605,5493,
ENSG00000152377,SPOCK1,Gene Expression,0.7626454170512798,0.0,0.0,71635,12.140572030331834,5262,
ENSG00000197746,PSAP,Gene Expression,0.7624544653787397,0.0,0.0,169075,28.22047067924657,5647,
ENSG00000250722,SELENOP,Gene Expression,0.7623441580275664,0.0,0.0,103920,17.381311772356757,5441,
ENSG00000128989,ARPP19,Gene Expression,0.7621522619561785,0.0,0.0,57906,10.367375068130917,5157,
ENSG00000168461,RAB31,Gene Expression,0.7620923891345246,0.0,0.0,58743,10.028584978139294,5187,
ENSG00000135926,TMBIM1,Gene Expression,0.7612648626487236,0.0,0.0,43362,7.491187151487227,4892,
ENSG00000182175,RGMA,Gene Expression,0.7612313236059911,0.0,0.0,70549,11.857747057210679,5280,
ENSG00000149357,LAMTOR1,Gene Expression,0.7612039409023087,0.0,0.0,63929,10.912348374877027,5245,
ENSG00000134247,PTGFRN,Gene Expression,0.7609179334900332,0.0,0.0,45111,7.650710562825225,4929,
VIM,VIM,Antibody Capture,0.7604817899371638,0.0,0.0,460266882,75803.9432946229,5756,VIM
ENSG00000196562,SULF2,Gene Expression,0.7602332314637074,0.0,0.0,55106,9.156120446431965,5027,
ENSG00000173436,MICOS10,Gene Expression,0.759343085416884,0.0,0.0,62435,10.749420013145928,5306,
ENSG00000214253,FIS1,Gene Expression,0.7592089283129093,0.0,0.0,97621,16.779731821911014,5504,
ENSG00000122566,HNRNPA2B1,Gene Expression,0.7590074569056824,0.0,0.0,155728,26.665425237076096,5603,
ENSG00000100097,LGALS1,Gene Expression,0.758724518037036,0.0,0.0,132699,22.548733619490655,5579,
ENSG00000178719,GRINA,Gene Expression,0.757832890515415,0.0,0.0,55642,9.564963558515718,5189,
ENSG00000155324,GRAMD2B,Gene Expression,0.7576865282446871,0.0,0.0,52151,9.059729711230554,5075,
ENSG00000198727,MT-CYB,Gene Expression,0.7576622971428744,0.0,0.0,617205,108.55186673543541,5753,
ENSG00000136802,LRRC8A,Gene Expression,0.7576393777732269,0.0,0.0,39870,6.779235995726415,4825,
ENSG00000184588,PDE4B,Gene Expression,0.7574787645618952,0.0,0.0,59585,10.162196410531973,5164,
ENSG00000196141,SPATS2L,Gene Expression,0.7572739175360094,0.0,0.0,82860,14.050102543857182,5403,
ENSG00000144369,FAM171B,Gene Expression,0.7571619333684056,0.0,0.0,35579,6.3398975881906345,4655,
ENSG00000197971,MBP,Gene Expression,0.7569686936422506,0.0,0.0,218406,39.20902905420628,5640,
ENSG00000121905,HPCA,Gene Expression,0.756717867313985,0.0,0.0,10124,2.251432964598205,2135,
ENSG00000149313,AASDHPPT,Gene Expression,0.7565764070518352,0.0,0.0,44917,7.815450940317187,4986,
ENSG00000102804,TSC22D1,Gene Expression,0.7564867728157635,0.0,0.0,44718,8.177199691121897,4899,
ENSG00000174437,ATP2A2,Gene Expression,0.7563719367256713,0.0,0.0,73261,12.868965040013288,5306,
ENSG00000153944,MSI2,Gene Expression,0.7558154403002154,0.0,0.0,67378,11.6406249941917,5290,
ENSG00000125304,TM9SF2,Gene Expression,0.7556577145456466,0.0,0.0,54290,9.287140315793375,5112,
ENSG00000140941,MAP1LC3B,Gene Expression,0.7555536795747545,0.0,0.0,38793,6.828197789569763,4815,
CD19,CD19,Antibody Capture,0.7554825393112972,0.0,0.0,118099761,21100.434391460494,5756,CD19
ENSG00000164111,ANXA5,Gene Expression,0.7554307001227305,0.0,0.0,70783,12.130484716313203,5337,
ENSG00000138095,LRPPRC,Gene Expression,0.7550215555023165,0.0,0.0,52447,9.016789343023119,5100,
ENSG00000143162,CREG1,Gene Expression,0.7549200928028725,0.0,0.0,55562,9.272214386314822,5144,
ENSG00000119900,OGFRL1,Gene Expression,0.7548652871973733,0.0,0.0,42635,7.411098657078695,4971,
ENSG00000118816,CCNI,Gene Expression,0.7546945776432429,0.0,0.0,87810,15.5467464961561,5453,
