Feature ID,Feature Name,Feature Type,I,P value,Adjusted p value,Feature Counts in Spots Under Tissue,Median Normalized Average Counts,Barcodes Detected per Feature,Feature Secondary Name
ENSG00000198786,MT-ND5,Gene Expression,0.6268521762417284,0.0,0.0,105917,27.209679481310882,4186,
ENSG00000163466,ARPC2,Gene Expression,0.6267868553434602,0.0,0.0,91633,23.507061375923247,4185,
ENSG00000171862,PTEN,Gene Expression,0.620909504354877,0.0,0.0,61536,15.813048564584003,4171,
ENSG00000128886,ELL3,Gene Expression,0.6201190824278475,0.0,0.0,34379,8.950253461591124,3599,
mouse_IgG2a,mouse_IgG2a,Antibody Capture,0.6189716734139498,0.0,0.0,9207639,2307.861281772844,4192,mouse_IgG2a
ENSG00000187837,HIST1H1C,Gene Expression,0.6189225934319229,0.0,0.0,205202,52.838142734581034,4186,
ENSG00000170477,KRT4,Gene Expression,0.6176450355959667,0.0,0.0,6941,1.9944680619071231,1257,
ENSG00000092010,PSME1,Gene Expression,0.6171580577223644,0.0,0.0,98269,25.151356899171596,4186,
ENSG00000184009,ACTG1,Gene Expression,0.6170456406254489,0.0,0.0,108205,27.48433067256454,4189,
ENSG00000197943,PLCG2,Gene Expression,0.616437358308348,0.0,0.0,48515,12.648254644056307,4121,
ENSG00000108639,SYNGR2,Gene Expression,0.6149294084753888,0.0,0.0,58836,15.128881592993665,4169,
ENSG00000111348,ARHGDIB,Gene Expression,0.6145547896473216,0.0,0.0,196285,50.279126865240386,4192,
ENSG00000212907,MT-ND4L,Gene Expression,0.6142406408007914,0.0,0.0,246068,61.63923099224397,4190,
ENSG00000107562,CXCL12,Gene Expression,0.6137424660199311,0.0,0.0,14249,3.736036311988606,2753,
ENSG00000103811,CTSH,Gene Expression,0.6121318001006838,0.0,0.0,78391,20.058953951555864,4180,
ENSG00000172757,CFL1,Gene Expression,0.6119168605779594,0.0,0.0,91676,23.499118352423228,4184,
ENSG00000122862,SRGN,Gene Expression,0.6118187620797259,0.0,0.0,100631,25.389245246013797,4180,
ENSG00000169442,CD52,Gene Expression,0.608911442051975,0.0,0.0,114275,29.239780290851105,4186,
ENSG00000177885,GRB2,Gene Expression,0.6081546878710317,0.0,0.0,54439,14.075274293502007,4171,
ENSG00000196092,PAX5,Gene Expression,0.6062845528204618,0.0,0.0,41778,10.839783935373365,4000,
ENSG00000203710,CR1,Gene Expression,0.6047301571272555,0.0,0.0,48174,12.589479453052654,4050,
ENSG00000175130,MARCKSL1,Gene Expression,0.6046836187548736,0.0,0.0,51731,13.239500126051489,4139,
ENSG00000103653,CSK,Gene Expression,0.6046644342518225,0.0,0.0,69443,17.79409281700932,4170,
ENSG00000184357,HIST1H1B,Gene Expression,0.6031210097619,0.0,0.0,173680,44.734555709310776,4179,
ENSG00000153310,FAM49B,Gene Expression,0.6024200743433957,0.0,0.0,42541,10.985850818414978,4117,
ENSG00000143297,FCRL5,Gene Expression,0.6021594470727567,0.0,0.0,69419,17.897894947759784,4155,
ENSG00000241553,ARPC4,Gene Expression,0.6012742324809083,0.0,0.0,59153,15.20923961650292,4177,
ENSG00000138449,SLC40A1,Gene Expression,0.5993423105511559,0.0,0.0,16940,4.241682540175058,3005,
ENSG00000104894,CD37,Gene Expression,0.5991582878879095,0.0,0.0,108916,27.965364622034393,4188,
ENSG00000174123,TLR10,Gene Expression,0.5989363233024765,0.0,0.0,45675,11.727399282512906,4097,
ENSG00000081320,STK17B,Gene Expression,0.5988573958073155,0.0,0.0,149684,38.28301450733682,4186,
ENSG00000216490,IFI30,Gene Expression,0.5986205252052489,0.0,0.0,58259,14.810147570010674,4174,
ENSG00000176788,BASP1,Gene Expression,0.5985699786169238,0.0,0.0,39423,10.218298482671313,4111,
ENSG00000122566,HNRNPA2B1,Gene Expression,0.598353306513149,0.0,0.0,113768,29.234707948114654,4188,
ENSG00000250722,SELENOP,Gene Expression,0.598040327994476,0.0,0.0,53650,13.669136505295642,4057,
ENSG00000164543,STK17A,Gene Expression,0.5980360861371962,0.0,0.0,70297,18.334561478312175,4178,
ENSG00000175895,PLEKHF2,Gene Expression,0.5974296444270465,0.0,0.0,48954,12.75700094088661,4124,
ENSG00000171401,KRT13,Gene Expression,0.5971990094038764,0.0,0.0,32672,9.302699726747717,2593,
ENSG00000100721,TCL1A,Gene Expression,0.597194038840249,0.0,0.0,37956,9.950765087120773,3594,
PTPRC_2,PTPRC,Antibody Capture,0.5971662832321063,0.0,0.0,72822968,16253.14930119352,4194,CD45RO
ENSG00000128340,RAC2,Gene Expression,0.5969642398169009,0.0,0.0,79134,20.139707927826084,4179,
ENSG00000134046,MBD2,Gene Expression,0.5965151136613981,0.0,0.0,100120,25.601225789187335,4185,
ENSG00000117322,CR2,Gene Expression,0.5960273161118897,0.0,0.0,23537,6.082213489306525,3326,
ENSG00000254087,LYN,Gene Expression,0.595109176063815,0.0,0.0,44810,11.524601329583987,4141,
ENSG00000106153,CHCHD2,Gene Expression,0.594683126001805,0.0,0.0,89534,23.029229994996566,4180,
ENSG00000196937,FAM3C,Gene Expression,0.5944759243981871,0.0,0.0,49746,12.934234384202982,4162,
ENSG00000243678,NME2,Gene Expression,0.59319832383406,0.0,0.0,74475,18.91348607979604,4182,
ENSG00000173436,MICOS10,Gene Expression,0.5930275143462697,0.0,0.0,61838,15.847620235174878,4170,
ENSG00000112081,SRSF3,Gene Expression,0.5920402044634935,0.0,0.0,59962,15.53779997731314,4173,
mouse_IgG2bk,mouse_IgG2bk,Antibody Capture,0.5907589601669462,0.0,0.0,5650992,1460.9947397637216,4191,mouse_IgG2bk
ENSG00000109332,UBE2D3,Gene Expression,0.5903354044388862,0.0,0.0,81885,21.058197283523928,4185,
ENSG00000131378,RFTN1,Gene Expression,0.5900849924909142,0.0,0.0,57039,14.658310308886982,4158,
ITGAM,ITGAM,Antibody Capture,0.5899230765786133,0.0,0.0,49566093,11455.888289035416,4192,CD11b
ENSG00000103275,UBE2I,Gene Expression,0.5896298733250557,0.0,0.0,59595,15.353092952379514,4170,
ENSG00000119866,BCL11A,Gene Expression,0.5866285953216687,0.0,0.0,60123,15.62014195933891,4136,
ENSG00000163041,H3F3A,Gene Expression,0.5863391440533073,0.0,0.0,54358,13.989921349969235,4173,
ENSG00000130429,ARPC1B,Gene Expression,0.5862086445609063,0.0,0.0,79675,20.275280411972503,4187,
ENSG00000155629,PIK3AP1,Gene Expression,0.5860134218432925,0.0,0.0,40384,10.461519847655602,4108,
ENSG00000140519,RHCG,Gene Expression,0.5859686546544045,0.0,0.0,53979,14.452603977211238,2548,
ENSG00000232112,TMA7,Gene Expression,0.585479574102636,0.0,0.0,36754,9.468166077673615,4101,
ENSG00000092820,EZR,Gene Expression,0.5853456679883479,0.0,0.0,54926,14.243019259087783,4171,
ENSG00000211899,IGHM,Gene Expression,0.5852171951955001,0.0,0.0,298576,77.50010485485272,4189,
ENSG00000091490,SEL1L3,Gene Expression,0.5841714542107833,0.0,0.0,72985,19.01423715093063,4176,
ENSG00000156234,CXCL13,Gene Expression,0.583958538317696,0.0,0.0,114613,29.802397876233695,3910,
ENSG00000096696,DSP,Gene Expression,0.583720320831239,0.0,0.0,71618,19.068494569263347,3779,
ENSG00000145088,EAF2,Gene Expression,0.5832354839804548,0.0,0.0,45473,11.844233019658255,4116,
ENSG00000109971,HSPA8,Gene Expression,0.5820821577499131,0.0,0.0,135064,34.12260873088006,4188,
ENSG00000187239,FNBP1,Gene Expression,0.5816529546289101,0.0,0.0,89467,22.881735841962833,4186,
ENSG00000079263,SP140,Gene Expression,0.5814263018718547,0.0,0.0,60947,15.696686775739627,4175,
ENSG00000205420,KRT6A,Gene Expression,0.5800106283832618,0.0,0.0,43961,11.533085823609554,2426,
ENSG00000065809,FAM107B,Gene Expression,0.5793506616927314,0.0,0.0,88507,22.540883272702544,4182,
ENSG00000159958,TNFRSF13C,Gene Expression,0.5780660563995794,0.0,0.0,39144,10.143344937831477,4037,
ENSG00000028277,POU2F2,Gene Expression,0.5768664536402475,0.0,0.0,45249,11.640201330404528,4137,
ENSG00000204628,RACK1,Gene Expression,0.5765802043545842,0.0,0.0,124422,31.445949924292716,4186,
ENSG00000036257,CUL3,Gene Expression,0.5755967117800551,0.0,0.0,46958,12.104417032270765,4163,
ENSG00000198833,UBE2J1,Gene Expression,0.5752114052888285,0.0,0.0,76700,19.903070971398904,4177,
ENSG00000156136,DCK,Gene Expression,0.5748980779820885,0.0,0.0,41977,10.914978920258537,4099,
ENSG00000198888,MT-ND1,Gene Expression,0.5746664153691761,0.0,0.0,103868,26.40728063547211,4187,
ENSG00000164096,C4orf3,Gene Expression,0.57299505605006,0.0,0.0,44861,11.659805449901592,4169,
ENSG00000169469,SPRR1B,Gene Expression,0.5722252977678609,0.0,0.0,30781,8.196806395264893,1931,
ENSG00000133710,SPINK5,Gene Expression,0.5721481491342651,0.0,0.0,72396,18.68689691518918,2889,
ENSG00000227507,LTB,Gene Expression,0.5720598603844598,0.0,0.0,123483,31.47442127180268,4193,
ENSG00000198625,MDM4,Gene Expression,0.571822060512804,0.0,0.0,104392,26.889625544952636,4191,
ENSG00000146386,ABRACL,Gene Expression,0.5717755197482682,0.0,0.0,73756,18.71695594332196,4178,
ENSG00000277734,TRAC,Gene Expression,0.5717242169258977,0.0,0.0,97279,24.228619172702718,4173,
PECAM1,PECAM1,Antibody Capture,0.5714570354658326,0.0,0.0,46797722,10846.525705461669,4194,CD31
ENSG00000165209,STRBP,Gene Expression,0.5708047278926383,0.0,0.0,41409,10.743799765087957,4125,
ENSG00000143536,CRNN,Gene Expression,0.5696963080829051,0.0,0.0,4531,1.2995661264555824,841,
ENSG00000110777,POU2AF1,Gene Expression,0.5692079283519528,0.0,0.0,48211,12.558726499691915,4104,
ENSG00000115009,CCL20,Gene Expression,0.5682144767609785,0.0,0.0,54193,13.603333496599934,2977,
ENSG00000047346,FAM214A,Gene Expression,0.5671765842288504,0.0,0.0,54593,14.212385738466232,4175,
ENSG00000240972,MIF,Gene Expression,0.5671537972882404,0.0,0.0,36967,9.456366982838158,4121,
ENSG00000130066,SAT1,Gene Expression,0.5670444975425734,0.0,0.0,97852,24.565580501004096,4189,
ENSG00000080824,HSP90AA1,Gene Expression,0.5670317980092081,0.0,0.0,86631,22.07399515760292,4186,
ENSG00000116473,RAP1A,Gene Expression,0.566670460431192,0.0,0.0,67382,17.00040406591587,4182,
ENSG00000168685,IL7R,Gene Expression,0.5650492821565414,0.0,0.0,46234,11.402066849202853,3936,
ENSG00000198763,MT-ND2,Gene Expression,0.5648544784748671,0.0,0.0,219096,55.4275653518887,4192,
ENSG00000172578,KLHL6,Gene Expression,0.5647142281859915,0.0,0.0,48552,12.504651400297352,4130,
ENSG00000013441,CLK1,Gene Expression,0.5645283811798657,0.0,0.0,80139,20.8826804853494,4183,
ENSG00000102879,CORO1A,Gene Expression,0.5644060939101395,0.0,0.0,103126,26.137064203856287,4189,
ENSG00000110321,EIF4G2,Gene Expression,0.5637005721019046,0.0,0.0,39539,10.083844098765782,4123,
ENSG00000132604,TERF2,Gene Expression,0.5636206795774977,0.0,0.0,38799,10.088748178527448,4101,
CEACAM8,CEACAM8,Antibody Capture,0.563457738621325,0.0,0.0,29152414,6094.494984878226,4191,CD66b
ENSG00000122565,CBX3,Gene Expression,0.5629856869282557,0.0,0.0,65358,16.62677004720731,4169,
ENSG00000164167,LSM6,Gene Expression,0.5624913910124085,0.0,0.0,37288,9.631138028301395,4112,
ENSG00000196776,CD47,Gene Expression,0.5624561207265084,0.0,0.0,69213,17.83580416742814,4186,
ENSG00000112096,SOD2,Gene Expression,0.5621048975935196,0.0,0.0,42380,10.56381934208991,4057,
ENSG00000188243,COMMD6,Gene Expression,0.5620349258970038,0.0,0.0,48639,12.499149188336018,4154,
ENSG00000027697,IFNGR1,Gene Expression,0.5616651614885876,0.0,0.0,55444,14.319385003482028,4173,
ENSG00000213999,MEF2B,Gene Expression,0.5608858391383955,0.0,0.0,22164,5.739182220667793,2891,
ENSG00000170144,HNRNPA3,Gene Expression,0.5604011896952524,0.0,0.0,94563,24.207309944706743,4184,
ENSG00000124102,PI3,Gene Expression,0.5601189877391428,0.0,0.0,82243,21.056904653520924,2860,
ENSG00000254772,EEF1G,Gene Expression,0.5598512193744422,0.0,0.0,90651,22.802047997054835,4186,
ENSG00000101017,CD40,Gene Expression,0.5596954062055203,0.0,0.0,30120,7.698062032601044,4036,
ENSG00000185697,MYBL1,Gene Expression,0.5595384418785091,0.0,0.0,21207,5.546760753714932,2886,
ENSG00000124795,DEK,Gene Expression,0.5590172991229199,0.0,0.0,61601,15.832108429948612,4168,
ENSG00000156171,DRAM2,Gene Expression,0.558971199600298,0.0,0.0,56592,14.666320135602087,4168,
ENSG00000143815,LBR,Gene Expression,0.5569450245303114,0.0,0.0,42206,10.903751389355762,4132,
ENSG00000170054,SERPINA9,Gene Expression,0.5568741855874715,0.0,0.0,7283,1.8706637333968545,1493,
ENSG00000135363,LMO2,Gene Expression,0.5567305353724469,0.0,0.0,32812,8.328809195509818,3905,
ENSG00000066336,SPI1,Gene Expression,0.5561633898107292,0.0,0.0,46474,11.909325811561146,4166,
ENSG00000197061,HIST1H4C,Gene Expression,0.5561552995475197,0.0,0.0,31826,8.156014963291867,3859,
ENSG00000179144,GIMAP7,Gene Expression,0.5560092961602406,0.0,0.0,31598,7.664243963244377,3830,
ENSG00000152061,RABGAP1L,Gene Expression,0.5557993085048181,0.0,0.0,88890,22.666060332249913,4184,
ENSG00000177455,CD19,Gene Expression,0.5556757156076751,0.0,0.0,25465,6.541722648076288,3903,
ENSG00000170315,UBB,Gene Expression,0.5555573193983442,0.0,0.0,30305,7.7844493157832835,4099,
ENSG00000071054,MAP4K4,Gene Expression,0.5554515062514968,0.0,0.0,40830,10.523463739860652,4154,
ENSG00000107290,SETX,Gene Expression,0.5553459726398065,0.0,0.0,47174,12.165963650767393,4174,
ENSG00000189233,NUGGC,Gene Expression,0.5551422824841618,0.0,0.0,17222,4.5059008752494245,2650,
ENSG00000186847,KRT14,Gene Expression,0.5551280838611318,0.0,0.0,37405,9.818406375319473,2530,
ENSG00000112335,SNX3,Gene Expression,0.5546599891595064,0.0,0.0,32823,8.507823219762805,4115,
ENSG00000143119,CD53,Gene Expression,0.5546398005334123,0.0,0.0,57685,14.796987629185718,4174,
ENSG00000152558,TMEM123,Gene Expression,0.5542611412415497,0.0,0.0,35681,9.172901080146868,4119,
ENSG00000164924,YWHAZ,Gene Expression,0.554254055576363,0.0,0.0,49144,12.618696518815023,4167,
ENSG00000137101,CD72,Gene Expression,0.5537625346518541,0.0,0.0,26131,6.7656089559537955,3782,
ENSG00000107317,PTGDS,Gene Expression,0.5535608504590457,0.0,0.0,64085,16.396453224388182,4012,
ENSG00000124172,ATP5F1E,Gene Expression,0.5532716825572285,0.0,0.0,48058,12.214027913979367,4170,
ENSG00000183648,NDUFB1,Gene Expression,0.5532471096522271,0.0,0.0,37936,9.764726724486493,4152,
ENSG00000125780,TGM3,Gene Expression,0.5531663220533127,0.0,0.0,2627,0.751481704920565,677,
ENSG00000133574,GIMAP4,Gene Expression,0.5528695573321056,0.0,0.0,38883,9.468425026037998,3951,
ENSG00000198843,SELENOT,Gene Expression,0.55262282428003,0.0,0.0,34706,8.943367040715001,4126,
rat_IgG2a,rat_IgG2a,Antibody Capture,0.5526148583022629,0.0,0.0,18411779,4598.352448541309,4193,rat_IgG2a
ENSG00000115091,ACTR3,Gene Expression,0.5524458226483605,0.0,0.0,38037,9.758178821680351,4147,
ENSG00000136689,IL1RN,Gene Expression,0.5519120753609628,0.0,0.0,25179,6.461181520369639,2226,
ENSG00000134954,ETS1,Gene Expression,0.551903488280472,0.0,0.0,100209,25.32329924093922,4187,
ENSG00000116191,RALGPS2,Gene Expression,0.551900535581808,0.0,0.0,51293,13.416416728538678,4138,
ENSG00000132185,FCRLA,Gene Expression,0.5515522541251991,0.0,0.0,27613,7.126935299259278,3892,
BCL2,BCL2,Antibody Capture,0.551428971039029,0.0,0.0,171115886,41777.405216165134,4194,BCL2
ENSG00000083454,P2RX5,Gene Expression,0.5513104588148289,0.0,0.0,34656,9.01700636758121,3892,
ENSG00000133639,BTG1,Gene Expression,0.5512976687097348,0.0,0.0,83774,21.366465967965606,4183,
ENSG00000076554,TPD52,Gene Expression,0.551285531888879,0.0,0.0,33045,8.609446673492096,4076,
ENSG00000175567,UCP2,Gene Expression,0.5511996446389299,0.0,0.0,61225,15.526716040577877,4181,
ENSG00000152127,MGAT5,Gene Expression,0.550933974838498,0.0,0.0,35507,9.26025928121639,4111,
ENSG00000133789,SWAP70,Gene Expression,0.5505574434162385,0.0,0.0,36070,9.303255345179512,4103,
ENSG00000178127,NDUFV2,Gene Expression,0.5504576474275867,0.0,0.0,55962,14.290891693762946,4174,
ENSG00000064666,CNN2,Gene Expression,0.5501112133892687,0.0,0.0,72635,18.41891053853688,4186,
ENSG00000112303,VNN2,Gene Expression,0.5499676652860247,0.0,0.0,26484,6.778836471211564,3799,
ENSG00000138623,SEMA7A,Gene Expression,0.5499661475527239,0.0,0.0,19058,4.921208596613748,3720,
ENSG00000164032,H2AFZ,Gene Expression,0.5493249473006873,0.0,0.0,36893,9.44318457665633,4006,
ENSG00000026025,VIM,Gene Expression,0.549164918517025,0.0,0.0,339072,86.40417381778038,4192,
ENSG00000035720,STAP1,Gene Expression,0.5483715673340518,0.0,0.0,32326,8.383660321994618,3955,
ENSG00000136536,MARCH7,Gene Expression,0.5477133355832772,0.0,0.0,59794,15.402878189984902,4179,
ENSG00000132704,FCRL2,Gene Expression,0.5471707653522027,0.0,0.0,44325,11.562139862473396,4092,
ENSG00000177565,TBL1XR1,Gene Expression,0.5470236534148104,0.0,0.0,50754,13.002703666102699,4165,
ENSG00000169504,CLIC4,Gene Expression,0.5465575380201554,0.0,0.0,33866,8.847725033454934,4057,
ENSG00000128218,VPREB3,Gene Expression,0.5464826332101665,0.0,0.0,13831,3.627009616960545,3001,
ENSG00000136490,LIMD2,Gene Expression,0.5458137731187629,0.0,0.0,66871,17.166794148803195,4172,
ENSG00000130741,EIF2S3,Gene Expression,0.5452946301199104,0.0,0.0,17452,4.616606923371323,3802,
ENSG00000069493,CLEC2D,Gene Expression,0.5452351334666221,0.0,0.0,99800,25.531494890102664,4178,
ENSG00000123975,CKS2,Gene Expression,0.5451784620757435,0.0,0.0,20247,5.266482714489835,3584,
ENSG00000205542,TMSB4X,Gene Expression,0.5445258625160159,0.0,0.0,1746535,435.55693954850994,4194,
ENSG00000114978,MOB1A,Gene Expression,0.5445248018946985,0.0,0.0,31135,8.008189225303829,4097,
ENSG00000135046,ANXA1,Gene Expression,0.5443088981778309,0.0,0.0,51143,13.597180771755765,3642,
CXCR5,CXCR5,Antibody Capture,0.5442671227912845,0.0,0.0,39997008,9376.316231316268,4193,CXCR5
ENSG00000211450,SELENOH,Gene Expression,0.5441467844628414,0.0,0.0,56637,14.410048201464521,4180,
ENSG00000115415,STAT1,Gene Expression,0.5440958809749727,0.0,0.0,52152,13.026402429602062,4157,
ENSG00000007168,PAFAH1B1,Gene Expression,0.544085069405089,0.0,0.0,43347,11.160610759091933,4171,
ENSG00000119729,RHOQ,Gene Expression,0.5435209644803948,0.0,0.0,28084,7.347420557086759,4090,
ENSG00000110031,LPXN,Gene Expression,0.5432597261763686,0.0,0.0,43866,11.21902861003622,4159,
ENSG00000087086,FTL,Gene Expression,0.5429229042546736,0.0,0.0,76667,19.311299528874,4188,
ENSG00000091317,CMTM6,Gene Expression,0.5426627742743206,0.0,0.0,34645,8.929866747335614,4113,
ENSG00000010671,BTK,Gene Expression,0.5423163182213151,0.0,0.0,30128,7.8171532596414535,4031,
ENSG00000174718,RESF1,Gene Expression,0.5422074438611767,0.0,0.0,151175,38.45664785730492,4192,
ENSG00000269404,SPIB,Gene Expression,0.5421512780284201,0.0,0.0,36000,9.254539627884716,4078,
ENSG00000205302,SNX2,Gene Expression,0.542127268536944,0.0,0.0,46580,12.125301918894106,4160,
ENSG00000179583,CIITA,Gene Expression,0.5416470774299293,0.0,0.0,54533,14.124104793418233,4168,
CD68,CD68,Antibody Capture,0.5411068382446075,0.0,0.0,94826495,21173.950213324282,4192,CD68
ENSG00000077232,DNAJC10,Gene Expression,0.5405768202536068,0.0,0.0,26116,6.785708369629285,4052,
ENSG00000167996,FTH1,Gene Expression,0.540023090894539,0.0,0.0,77898,19.394006746799402,4190,
ENSG00000124151,NCOA3,Gene Expression,0.5398379051978395,0.0,0.0,36981,9.574465830216711,4140,
ENSG00000164104,HMGB2,Gene Expression,0.5398224756848109,0.0,0.0,47321,12.269168369316466,4096,
ENSG00000196754,S100A2,Gene Expression,0.5392405232891663,0.0,0.0,17385,4.574456121357414,2139,
ENSG00000136950,ARPC5L,Gene Expression,0.5392293453053573,0.0,0.0,41720,10.641503606502555,4154,
ENSG00000166295,ANAPC16,Gene Expression,0.5391284442671433,0.0,0.0,62545,15.868531033424729,4180,
ENSG00000051523,CYBA,Gene Expression,0.5382095130032928,0.0,0.0,39764,10.24264288416793,4162,
ENSG00000113810,SMC4,Gene Expression,0.5379023675246447,0.0,0.0,49848,12.847134944346928,4144,
ENSG00000122986,HVCN1,Gene Expression,0.537738656033618,0.0,0.0,35227,9.236350990174547,4064,
ENSG00000104824,HNRNPL,Gene Expression,0.5377096390204038,0.0,0.0,44542,11.445889329299499,4163,
ENSG00000143384,MCL1,Gene Expression,0.537557801665487,0.0,0.0,99607,25.04931096088177,4191,
ENSG00000124575,HIST1H1D,Gene Expression,0.5369338887992904,0.0,0.0,67005,17.166622896652427,4169,
